  5.0284358440E-04  1.3609724823E+03  0.0000000000E+00
  5.0789728990E-04  1.3736413647E+03  0.0000000000E+00
  5.1300175260E-04  1.3864236495E+03  0.0000000000E+00
  5.1815743790E-04  1.3993197016E+03  0.0000000000E+00
  5.2336498630E-04  1.4123311091E+03  0.0000000000E+00
  5.2862492160E-04  1.4254587248E+03  0.0000000000E+00
  5.3393765120E-04  1.4387031608E+03  0.0000000000E+00
  5.3930387370E-04  1.4520657592E+03  0.0000000000E+00
  5.4472393820E-04  1.4655472528E+03  0.0000000000E+00
  5.5019848510E-04  1.4791482506E+03  0.0000000000E+00
  5.5572809650E-04  1.4928703407E+03  0.0000000000E+00
  5.6131323800E-04  1.5067141330E+03  0.0000000000E+00
  5.6695449170E-04  1.5206802385E+03  0.0000000000E+00
  5.7265249780E-04  1.5347704873E+03  0.0000000000E+00
  5.7840772210E-04  1.5489851232E+03  0.0000000000E+00
  5.8422097940E-04  1.5633259792E+03  0.0000000000E+00
  5.9009250250E-04  1.5777932975E+03  0.0000000000E+00
  5.9602304830E-04  1.5923876898E+03  0.0000000000E+00
  6.0201314050E-04  1.6071109853E+03  0.0000000000E+00
  6.0806347760E-04  1.6219640410E+03  0.0000000000E+00
  6.1417464170E-04  1.6369475877E+03  0.0000000000E+00
  6.2034715670E-04  1.6520627235E+03  0.0000000000E+00
  6.2658172100E-04  1.6673109143E+03  0.0000000000E+00
  6.3287897500E-04  1.6826928922E+03  0.0000000000E+00
  6.3923950070E-04  1.6982093902E+03  0.0000000000E+00
  6.4566399670E-04  1.7138621161E+03  0.0000000000E+00
  6.5215298670E-04  1.7296511931E+03  0.0000000000E+00
  6.5870722760E-04  1.7455788170E+03  0.0000000000E+00
  6.6532753410E-04  1.7616454780E+03  0.0000000000E+00
  6.7201396450E-04  1.7778519069E+03  0.0000000000E+00
  6.7876797400E-04  1.7942000567E+03  0.0000000000E+00
  6.8558956260E-04  1.8106899295E+03  0.0000000000E+00
