  1.0067147380E-04  1.3179734217E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.0270516210E-04  1.3419958510E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.0477994510E-04  1.3664578491E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.0689663760E-04  1.3913674708E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.0905612000E-04  1.4167332619E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.1125919260E-04  1.4425630343E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.1350677960E-04  1.4688661879E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.1579976130E-04  1.4956507785E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.1813907620E-04  1.5229262060E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.2052564130E-04  1.5507015032E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.2296040950E-04  1.5789859470E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.2544437780E-04  1.6077889372E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.2797852100E-04  1.6371203606E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3056385800E-04  1.6669896172E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3320142170E-04  1.6974074487E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3589226000E-04  1.7283833759E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3863750790E-04  1.7599288747E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.4143815500E-04  1.7920530989E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.4429539440E-04  1.8247677674E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.4721036130E-04  1.8580838659E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.5018419070E-04  1.8920125032E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.5321811950E-04  1.9265657643E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.5631332640E-04  1.9617546348E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.5947106290E-04  1.9975914445E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.6269259500E-04  2.0340881544E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.6597920330E-04  2.0712577051E+03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
