  3.1375900000E-06  2.4500542935E+01
  3.1691200000E-06  2.4737103342E+01
  3.2009700000E-06  2.4975971443E+01
  3.2331400000E-06  2.5217145400E+01
  3.2656400000E-06  2.5460698307E+01
  3.2984600000E-06  2.5706553363E+01
  3.3316100000E-06  2.5954783624E+01
  3.3650900000E-06  2.6205387207E+01
  3.3989100000E-06  2.6458437044E+01
  3.4330700000E-06  2.6713931184E+01
  3.4675700000E-06  2.6971867687E+01
  3.5024200000E-06  2.7232319346E+01
  3.5376200000E-06  2.7495284154E+01
  3.5731800000E-06  2.7760834781E+01
  3.6090900000E-06  2.8028894523E+01
  3.6453600000E-06  2.8299536015E+01
  3.6820000000E-06  2.8572831786E+01
  3.7190000000E-06  2.8848705166E+01
  3.7563800000E-06  2.9127303169E+01
  3.7941300000E-06  2.9408549120E+01
  3.8322600000E-06  2.9692515394E+01
  3.8707800000E-06  2.9979274259E+01
  3.9096800000E-06  3.0268749080E+01
  3.9489700000E-06  3.0561012093E+01
  3.9886600000E-06  3.0856135431E+01
  4.0287400000E-06  3.1154042496E+01
  4.0692300000E-06  3.1454879674E+01
  4.1101300000E-06  3.1758644618E+01
  4.1514400000E-06  3.2065334997E+01
  4.1931600000E-06  3.2374948493E+01
  4.2353000000E-06  3.2687556969E+01
  4.2778700000E-06  3.3003232186E+01
  4.3208600000E-06  3.3321897582E+01
  4.3642900000E-06  3.3643698969E+01
  4.4081500000E-06  3.3968559785E+01
  4.4524500000E-06  3.4296551643E+01
  4.4972000000E-06  3.4627746056E+01
  4.5424000000E-06  3.4962140470E+01
  4.5880500000E-06  3.5299732345E+01
  4.6341600000E-06  3.5640593064E+01
  4.6807300000E-06  3.5984720029E+01
  4.7277800000E-06  3.6332258362E+01
  4.7752900000E-06  3.6683057676E+01
  4.8232800000E-06  3.7037263008E+01
  4.8717600000E-06  3.7394945411E+01
  4.9207200000E-06  3.7756028370E+01
  4.9701700000E-06  3.8120582913E+01
  5.0201300000E-06  3.8488753650E+01
  5.0705800000E-06  3.8860390373E+01
  5.1215400000E-06  3.9235637608E+01
  5.1730100000E-06  3.9614492483E+01
  5.2250000000E-06  3.9997025703E+01
  5.2775100000E-06  4.0383234344E+01
  5.3305500000E-06  4.0773189001E+01
  5.3841200000E-06  4.1166886696E+01
  5.4382400000E-06  4.1564471365E+01
  5.4928900000E-06  4.1965793050E+01
  5.5481000000E-06  4.2371069001E+01
  5.6038600000E-06  4.2780222686E+01
  5.6601800000E-06  4.3193324376E+01
  5.7170600000E-06  4.3610370939E+01
  5.7745200000E-06  4.4031505816E+01
  5.8325500000E-06  4.4456652492E+01
  5.8911700000E-06  4.4885954244E+01
  5.9503800000E-06  4.5319407756E+01
  6.0101800000E-06  4.5757009731E+01
  6.0705800000E-06  4.6198830026E+01
  6.1315900000E-06  4.6644938402E+01
  6.1932200000E-06  4.7095404527E+01
  6.2554600000E-06  4.7550151874E+01
  6.3183300000E-06  4.8009323112E+01
  6.3818300000E-06  4.8472914720E+01
  6.4459700000E-06  4.8940996158E+01
  6.5107500000E-06  4.9413563858E+01
  6.5761900000E-06  4.9890760087E+01
  6.6422800000E-06  5.0372508269E+01
  6.7090300000E-06  5.0858877662E+01
  6.7764600000E-06  5.1350010255E+01
  6.8445600000E-06  5.1845829449E+01
  6.9133500000E-06  5.2346477076E+01
  6.9828300000E-06  5.2851949289E+01
  7.0530100000E-06  5.3362314972E+01
  7.1239000000E-06  5.3877642916E+01
  7.1954900000E-06  5.4397856520E+01
  7.2678100000E-06  5.4923169809E+01
  7.3408500000E-06  5.5453506114E+01
  7.4146300000E-06  5.5989006600E+01
  7.4891500000E-06  5.6529667153E+01
  7.5644100000E-06  5.7075483681E+01
  7.6404400000E-06  5.7626669564E+01
  7.7172200000E-06  5.8183075596E+01
  7.7947800000E-06  5.8744914949E+01
  7.8731200000E-06  5.9312183288E+01
  7.9522500000E-06  5.9884948673E+01
  8.0321700000E-06  6.0463206733E+01
  8.1129000000E-06  6.1047097750E+01
  8.1944300000E-06  6.1636544951E+01
  8.2767900000E-06  6.2231760724E+01
  8.3599700000E-06  6.2832668236E+01
  8.4439900000E-06  6.3439407391E+01
  8.5288500000E-06  6.4051973549E+01
  8.6145700000E-06  6.4670506385E+01
  8.7011500000E-06  6.5295001144E+01
  8.7885900000E-06  6.5925453101E+01
  8.8769200000E-06  6.6562073731E+01
  8.9661400000E-06  6.7204858109E+01
  9.0562500000E-06  6.7853801338E+01
  9.1472600000E-06  6.8508970523E+01
  9.2392000000E-06  6.9170576578E+01
  9.3320500000E-06  6.9838470517E+01
  9.4258400000E-06  7.0512863060E+01
  9.5205700000E-06  7.1193749030E+01
  9.6162500000E-06  7.1881195117E+01
  9.7129000000E-06  7.2575339733E+01
  9.8105200000E-06  7.3276177540E+01
  9.9091100000E-06  7.3983703230E+01
  1.0008700000E-05  7.4698126693E+01
  1.0109300000E-05  7.5419514125E+01
  1.0210900000E-05  7.6147061003E+01
  1.0313500000E-05  7.6882209481E+01
  1.0417200000E-05  7.7624949907E+01
  1.0521900000E-05  7.8374560250E+01
  1.0627600000E-05  7.9131035169E+01
  1.0734400000E-05  7.9895084621E+01
  1.0842300000E-05  8.0666702496E+01
  1.0951300000E-05  8.1445882714E+01
  1.1061300000E-05  8.2231904808E+01
  1.1172500000E-05  8.3026191898E+01
  1.1284800000E-05  8.3828023304E+01
  1.1398200000E-05  8.4637393086E+01
  1.1512700000E-05  8.5454295338E+01
  1.1628500000E-05  8.6280150259E+01
  1.1745300000E-05  8.7112812076E+01
  1.1863400000E-05  8.7954413259E+01
  1.1982600000E-05  8.8803521977E+01
  1.2103000000E-05  8.9660844426E+01
  1.2224700000E-05  9.0527085730E+01
  1.2347500000E-05  9.1400815835E+01
  1.2471600000E-05  9.2283451306E+01
  1.2597000000E-05  9.3174984903E+01
  1.2723600000E-05  9.4074698887E+01
  1.2851400000E-05  9.4982586926E+01
  1.2980600000E-05  9.5900062690E+01
  1.3111000000E-05  9.6825698855E+01
  1.3242800000E-05  9.7760908063E+01
  1.3375900000E-05  9.8704973329E+01
  1.3510300000E-05  9.9657887689E+01
  1.3646100000E-05  1.0062035282E+02
  1.3783300000E-05  1.0159236101E+02
  1.3921800000E-05  1.0257319656E+02
  1.4061700000E-05  1.0356356042E+02
  1.4203000000E-05  1.0456344503E+02
  1.4345800000E-05  1.0557355005E+02
  1.4489900000E-05  1.0659245329E+02
  1.4635600000E-05  1.0762226811E+02
  1.4782700000E-05  1.0866157269E+02
  1.4931200000E-05  1.0971035964E+02
  1.5081300000E-05  1.1077003335E+02
  1.5232900000E-05  1.1183987931E+02
  1.5386000000E-05  1.1291988949E+02
  1.5540600000E-05  1.1401005587E+02
  1.5696800000E-05  1.1511107524E+02
  1.5854500000E-05  1.1622223440E+02
  1.6013900000E-05  1.1734493387E+02
  1.6174800000E-05  1.1847775636E+02
  1.6337400000E-05  1.1962210138E+02
  1.6501600000E-05  1.2077725620E+02
  1.6667400000E-05  1.2194321234E+02
  1.6834900000E-05  1.2312066418E+02
  1.7004100000E-05  1.2430960250E+02
  1.7175000000E-05  1.2551001815E+02
  1.7347600000E-05  1.2672190203E+02
  1.7522000000E-05  1.2794594679E+02
  1.7698100000E-05  1.2918144117E+02
  1.7875900000E-05  1.3042837621E+02
  1.8055600000E-05  1.3168814484E+02
  1.8237000000E-05  1.3295933531E+02
  1.8420300000E-05  1.3424333955E+02
  1.8605500000E-05  1.3554014719E+02
  1.8792400000E-05  1.3684834829E+02
  1.8981300000E-05  1.3817003285E+02
  1.9172100000E-05  1.3950315814E+02
  1.9364800000E-05  1.4085036604E+02
  1.9559400000E-05  1.4221032678E+02
  1.9756000000E-05  1.4358372877E+02
  1.9954500000E-05  1.4496986305E+02
  2.0155000000E-05  1.4636941762E+02
  2.0357600000E-05  1.4778307944E+02
  2.0562200000E-05  1.4921013974E+02
  2.0768900000E-05  1.5065128507E+02
  2.0977600000E-05  1.5210580732E+02
  2.1188400000E-05  1.5357439261E+02
  2.1401400000E-05  1.5505772605E+02
  2.1616500000E-05  1.5655509973E+02
  2.1833700000E-05  1.5806650260E+02
  2.2053100000E-05  1.5959261915E+02
  2.2274800000E-05  1.6113413285E+02
  2.2498600000E-05  1.6268964139E+02
