  0.7860596270E-05  0.1321619263E+03
  0.7939596799E-05  0.1333589172E+03
  0.8019391316E-05  0.1345667114E+03
  0.8099988008E-05  0.1357854919E+03
  0.8181393241E-05  0.1370152740E+03
  0.8263617929E-05  0.1382561951E+03
  0.8346668437E-05  0.1395083771E+03
  0.8430554772E-05  0.1407718811E+03
  0.8515282389E-05  0.1420468445E+03
  0.8600863111E-05  0.1433333435E+03
  0.8687302397E-05  0.1446314850E+03
  0.8774611160E-05  0.1459413757E+03
  0.8862797586E-05  0.1472631683E+03
  0.8951870768E-05  0.1485969238E+03
  0.9041837984E-05  0.1499427338E+03
  0.9132710147E-05  0.1513007507E+03
  0.9224495443E-05  0.1526710815E+03
  0.9317202966E-05  0.1540537872E+03
  0.9410842722E-05  0.1554490509E+03
  0.9505422895E-05  0.1568569489E+03
  0.9600954400E-05  0.1582775726E+03
  0.9697445421E-05  0.1597110748E+03
  0.9794905964E-05  0.1611575623E+03
  0.9893346942E-05  0.1626171722E+03
  0.9992776540E-05  0.1640899963E+03
  0.1009320567E-04  0.1655761108E+03
  0.1019464344E-04  0.1670757141E+03
  0.1029710165E-04  0.1685889282E+03
  0.1040058942E-04  0.1701158295E+03
  0.1050511764E-04  0.1716565704E+03
  0.1061069543E-04  0.1732112427E+03
  0.1071733459E-04  0.1747799835E+03
  0.1082504605E-04  0.1763629608E+03
  0.1093383980E-04  0.1779602814E+03
  0.1104372586E-04  0.1795720367E+03
  0.1115471787E-04  0.1811984406E+03
  0.1126682400E-04  0.1828395233E+03
  0.1138005700E-04  0.1844954987E+03
  0.1149442960E-04  0.1861664734E+03
  0.1160994998E-04  0.1878525848E+03
  0.1172663178E-04  0.1895539398E+03
  0.1184448683E-04  0.1912707672E+03
  0.1196352605E-04  0.1930031128E+03
  0.1208376125E-04  0.1947511292E+03
  0.1220520517E-04  0.1965149841E+03
  0.1232786963E-04  0.1982948151E+03
  0.1245176645E-04  0.2000907440E+03
  0.1257690928E-04  0.2019030151E+03
  0.1270330904E-04  0.2037316437E+03
  0.1283097845E-04  0.2055768127E+03
  0.1295993297E-04  0.2074387360E+03
  0.1309018171E-04  0.2093175354E+03
  0.1322174012E-04  0.2112133026E+03
  0.1335462184E-04  0.2131263123E+03
  0.1348883779E-04  0.2150565948E+03
  0.1362440253E-04  0.2170043335E+03
  0.1376132968E-04  0.2189697723E+03
  0.1389963381E-04  0.2209529724E+03
  0.1403932674E-04  0.2229541779E+03
  0.1418042575E-04  0.2249735260E+03
  0.1432294084E-04  0.2270111084E+03
  0.1446688930E-04  0.2290671844E+03
  0.1461228294E-04  0.2311418152E+03
  0.1475913814E-04  0.2332353058E+03
  0.1490747036E-04  0.2353477478E+03
  0.1505729415E-04  0.2374793549E+03
  0.1520862224E-04  0.2396301880E+03
  0.1536147101E-04  0.2418005524E+03
  0.1551585592E-04  0.2439905701E+03
  0.1567179243E-04  0.2462004242E+03
  0.1582929690E-04  0.2484303131E+03
  0.1598838571E-04  0.2506804047E+03
  0.1614906978E-04  0.2529508362E+03
  0.1631137093E-04  0.2552418518E+03
  0.1647530371E-04  0.2575536194E+03
  0.1664088268E-04  0.2598863831E+03
  0.1680812602E-04  0.2622402039E+03
  0.1697705193E-04  0.2646153564E+03
  0.1714767495E-04  0.2670120544E+03
  0.1732000965E-04  0.2694304199E+03
  0.1749407784E-04  0.2718706970E+03
  0.1766989590E-04  0.2743330688E+03
  0.1784748383E-04  0.2768178406E+03
  0.1802685256E-04  0.2793250122E+03
  0.1820802572E-04  0.2818549500E+03
  0.1839101969E-04  0.2844078064E+03
  0.1857585266E-04  0.2869837341E+03
  0.1876254282E-04  0.2895830688E+03
  0.1895111018E-04  0.2922059021E+03
  0.1914157110E-04  0.2948525085E+03
  0.1933394742E-04  0.2975231018E+03
  0.1952825733E-04  0.3002178650E+03
  0.1972451901E-04  0.3029370422E+03
  0.1992275247E-04  0.3056808472E+03
  0.2012297955E-04  0.3084494934E+03
