    0.25000E-02    0.48104E+05    0.19947E+04    0.00000E+00
    0.75000E-02    0.62280E+05    0.14215E+05    0.00000E+00
    0.12500E-01    0.71674E+05    0.24149E+05    0.00000E+00
    0.17500E-01    0.73319E+05    0.27935E+05    0.00000E+00
    0.22500E-01    0.69667E+05    0.28056E+05    0.00000E+00
    0.27500E-01    0.63254E+05    0.26126E+05    0.00000E+00
    0.32500E-01    0.56055E+05    0.23374E+05    0.00000E+00
    0.37500E-01    0.49363E+05    0.20552E+05    0.00000E+00
    0.42500E-01    0.43828E+05    0.18089E+05    0.00000E+00
    0.47500E-01    0.39565E+05    0.16131E+05    0.00000E+00
    0.52500E-01    0.36427E+05    0.14603E+05    0.00000E+00
    0.57500E-01    0.34036E+05    0.13407E+05    0.00000E+00
    0.62500E-01    0.32034E+05    0.12363E+05    0.00000E+00
    0.67500E-01    0.30117E+05    0.11384E+05    0.00000E+00
    0.72500E-01    0.28110E+05    0.10416E+05    0.00000E+00
    0.77500E-01    0.25980E+05    0.94670E+04    0.00000E+00
    0.82500E-01    0.23801E+05    0.85712E+04    0.00000E+00
    0.87500E-01    0.21704E+05    0.77727E+04    0.00000E+00
    0.92500E-01    0.19802E+05    0.70683E+04    0.00000E+00
    0.97500E-01    0.18164E+05    0.64520E+04    0.00000E+00
    0.10250E+00    0.16828E+05    0.59194E+04    0.00000E+00
    0.10750E+00    0.15776E+05    0.54354E+04    0.00000E+00
    0.11250E+00    0.14961E+05    0.49942E+04    0.00000E+00
    0.11750E+00    0.14305E+05    0.46024E+04    0.00000E+00
    0.12250E+00    0.13728E+05    0.42520E+04    0.00000E+00
    0.12750E+00    0.13165E+05    0.39292E+04    0.00000E+00
    0.13250E+00    0.12584E+05    0.36396E+04    0.00000E+00
    0.13750E+00    0.11986E+05    0.33888E+04    0.00000E+00
    0.14250E+00    0.11372E+05    0.31693E+04    0.00000E+00
    0.14750E+00    0.10767E+05    0.29763E+04    0.00000E+00
    0.15250E+00    0.10194E+05    0.28100E+04    0.00000E+00
    0.15750E+00    0.96702E+04    0.26645E+04    0.00000E+00
    0.16250E+00    0.92105E+04    0.25232E+04    0.00000E+00
    0.16750E+00    0.88074E+04    0.23646E+04    0.00000E+00
    0.17250E+00    0.84492E+04    0.21770E+04    0.00000E+00
    0.17750E+00    0.81309E+04    0.19738E+04    0.00000E+00
    0.18250E+00    0.78410E+04    0.17786E+04    0.00000E+00
    0.18750E+00    0.75683E+04    0.15992E+04    0.00000E+00
    0.19250E+00    0.73022E+04    0.14418E+04    0.00000E+00
    0.19750E+00    0.70391E+04    0.13094E+04    0.00000E+00
    0.20250E+00    0.67760E+04    0.12012E+04    0.00000E+00
    0.20750E+00    0.65204E+04    0.11177E+04    0.00000E+00
    0.21250E+00    0.62788E+04    0.10545E+04    0.00000E+00
    0.21750E+00    0.60470E+04    0.99625E+03    0.00000E+00
    0.22250E+00    0.58276E+04    0.93152E+03    0.00000E+00
    0.22750E+00    0.56187E+04    0.85515E+03    0.00000E+00
    0.23250E+00    0.54193E+04    0.76204E+03    0.00000E+00
    0.23750E+00    0.52280E+04    0.66020E+03    0.00000E+00
    0.24250E+00    0.50426E+04    0.55777E+03    0.00000E+00
    0.24750E+00    0.48612E+04    0.45276E+03    0.00000E+00
    0.25250E+00    0.46852E+04    0.35503E+03    0.00000E+00
    0.25750E+00    0.45177E+04    0.26790E+03    0.00000E+00
    0.26250E+00    0.43561E+04    0.18876E+03    0.00000E+00
    0.26750E+00    0.42005E+04    0.12248E+03    0.00000E+00
    0.27250E+00    0.40495E+04    0.67184E+02    0.00000E+00
    0.27750E+00    0.39016E+04    0.22916E+02    0.00000E+00
    0.28250E+00    0.37465E+04   -0.14482E+02    0.00000E+00
    0.28750E+00    0.35737E+04   -0.64202E+02    0.00000E+00
    0.29250E+00    0.33752E+04   -0.11593E+03    0.00000E+00
    0.29750E+00    0.27307E+04   -0.54468E+03    0.00000E+00
    0.30250E+00    0.51011E+03    0.44232E+03    0.00000E+00
    0.30750E+00    0.10028E+03    0.38434E+02    0.00000E+00
    0.31250E+00    0.41746E+02    0.19080E+02    0.00000E+00
    0.31750E+00    0.93492E+01    0.42260E+00    0.00000E+00
    0.32250E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.32750E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.33250E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.33750E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.34250E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.34750E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.35250E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.35750E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.36250E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.36750E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.37250E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.37750E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.38250E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.38750E+00    0.00000E+00    0.00000E+00    0.00000E+00
    0.39250E+00    0.00000E+00    0.00000E+00    0.00000E+00
