  1.000E-04  1.580E-12 -2.183E-05  3.770E+01 -5.072E-05  2.395E-08
  1.052E-04  2.016E-12 -2.516E-05  3.925E+01 -5.896E-05  2.939E-08
  1.107E-04  2.574E-12 -2.901E-05  4.088E+01 -6.854E-05  3.605E-08
  1.165E-04  3.287E-12 -3.347E-05  4.260E+01 -7.968E-05  4.423E-08
  1.226E-04  4.199E-12 -3.862E-05  4.441E+01 -9.263E-05  5.425E-08
  1.290E-04  5.367E-12 -4.459E-05  4.631E+01 -1.077E-04  6.654E-08
  1.357E-04  6.861E-12 -5.150E-05  4.831E+01 -1.252E-04  8.160E-08
  1.428E-04  8.776E-12 -5.949E-05  5.042E+01 -1.455E-04  1.001E-07
  1.502E-04  1.123E-11 -6.876E-05  5.263E+01 -1.691E-04  1.227E-07
  1.580E-04  1.437E-11 -7.949E-05  5.496E+01 -1.966E-04  1.504E-07
  1.663E-04  1.840E-11 -9.192E-05  5.741E+01 -2.286E-04  1.844E-07
  1.750E-04  2.356E-11 -1.063E-04  5.999E+01 -2.657E-04  2.261E-07
  1.841E-04  3.018E-11 -1.231E-04  6.271E+01 -3.088E-04  2.772E-07
  1.937E-04  3.868E-11 -1.424E-04  6.557E+01 -3.590E-04  3.398E-07
  2.038E-04  4.957E-11 -1.649E-04  6.857E+01 -4.173E-04  4.165E-07
  2.144E-04  6.356E-11 -1.910E-04  7.173E+01 -4.850E-04  5.105E-07
  2.256E-04  8.151E-11 -2.212E-04  7.506E+01 -5.638E-04  6.257E-07
  2.374E-04  1.046E-10 -2.563E-04  7.856E+01 -6.553E-04  7.667E-07
  2.498E-04  1.342E-10 -2.971E-04  8.225E+01 -7.617E-04  9.394E-07
  2.628E-04  1.722E-10 -3.444E-04  8.612E+01 -8.853E-04  1.151E-06
  2.765E-04  2.210E-10 -3.993E-04  9.020E+01 -1.029E-03  1.410E-06
  2.909E-04  2.837E-10 -4.631E-04  9.449E+01 -1.196E-03  1.726E-06
  3.061E-04  3.643E-10 -5.372E-04  9.901E+01 -1.390E-03  2.114E-06
  3.221E-04  4.680E-10 -6.232E-04  1.038E+02 -1.615E-03  2.590E-06
  3.389E-04  6.012E-10 -7.232E-04  1.088E+02 -1.877E-03  3.173E-06
  3.566E-04  7.724E-10 -8.393E-04  1.140E+02 -2.182E-03  3.887E-06
  3.752E-04  9.926E-10 -9.743E-04  1.195E+02 -2.535E-03  4.762E-06
  3.947E-04  1.276E-09 -1.131E-03  1.254E+02 -2.946E-03  5.833E-06
  4.153E-04  1.640E-09 -1.313E-03  1.315E+02 -3.423E-03  7.145E-06
  4.370E-04  2.108E-09 -1.525E-03  1.379E+02 -3.978E-03  8.750E-06
  4.598E-04  2.711E-09 -1.772E-03  1.447E+02 -4.622E-03  1.072E-05
  4.838E-04  3.486E-09 -2.058E-03  1.519E+02 -5.370E-03  1.312E-05
  5.090E-04  4.484E-09 -2.391E-03  1.594E+02 -6.238E-03  1.607E-05
  5.356E-04  5.768E-09 -2.778E-03  1.673E+02 -7.247E-03  1.968E-05
  5.635E-04  7.418E-09 -3.227E-03  1.755E+02 -8.418E-03  2.411E-05
  5.929E-04  9.541E-09 -3.749E-03  1.842E+02 -9.777E-03  2.952E-05
  6.239E-04  1.227E-08 -4.356E-03  1.933E+02 -1.136E-02  3.617E-05
  6.564E-04  1.578E-08 -5.059E-03  2.028E+02 -1.319E-02  4.431E-05
  6.907E-04  2.029E-08 -5.876E-03  2.128E+02 -1.531E-02  5.428E-05
  7.267E-04  2.609E-08 -6.825E-03  2.232E+02 -1.778E-02  6.651E-05
  7.646E-04  3.354E-08 -7.925E-03  2.341E+02 -2.065E-02  8.151E-05
  8.045E-04  4.311E-08 -9.203E-03  2.456E+02 -2.397E-02  9.988E-05
  8.465E-04  5.542E-08 -1.069E-02  2.576E+02 -2.782E-02  1.224E-04
  8.906E-04  7.122E-08 -1.241E-02  2.701E+02 -3.229E-02  1.500E-04
  9.371E-04  9.153E-08 -1.440E-02  2.833E+02 -3.747E-02  1.839E-04
  9.860E-04  1.176E-07 -1.671E-02  2.970E+02 -4.348E-02  2.253E-04
  1.037E-03  1.511E-07 -1.940E-02  3.113E+02 -5.044E-02  2.761E-04
  1.092E-03  1.941E-07 -2.251E-02  3.263E+02 -5.850E-02  3.384E-04
  1.148E-03  2.493E-07 -2.612E-02  3.420E+02 -6.785E-02  4.146E-04
  1.208E-03  3.202E-07 -3.030E-02  3.584E+02 -7.868E-02  5.080E-04
  1.271E-03  4.111E-07 -3.514E-02  3.754E+02 -9.121E-02  6.224E-04
  1.338E-03  5.278E-07 -4.075E-02  3.933E+02 -1.057E-01  7.625E-04
  1.408E-03  6.775E-07 -4.725E-02  4.119E+02 -1.225E-01  9.340E-04
  1.481E-03  8.694E-07 -5.477E-02  4.313E+02 -1.419E-01  1.144E-03
  1.558E-03  1.116E-06 -6.347E-02  4.515E+02 -1.644E-01  1.401E-03
  1.640E-03  1.431E-06 -7.354E-02  4.726E+02 -1.904E-01  1.716E-03
  1.725E-03  1.835E-06 -8.519E-02  4.945E+02 -2.204E-01  2.101E-03
  1.815E-03  2.353E-06 -9.867E-02  5.173E+02 -2.550E-01  2.572E-03
  1.910E-03  3.016E-06 -1.142E-01  5.410E+02 -2.951E-01  3.149E-03
  2.009E-03  3.864E-06 -1.322E-01  5.657E+02 -3.413E-01  3.853E-03
