  1.000E-04  1.154E+03  2.908E+02  3.299E+01 -6.241E-05 -2.423E-03
  1.052E-04  1.201E+03  3.028E+02  3.434E+01 -7.255E-05 -2.682E-03
  1.107E-04  1.251E+03  3.154E+02  3.577E+01 -8.434E-05 -2.969E-03
  1.165E-04  1.304E+03  3.286E+02  3.727E+01 -9.804E-05 -3.287E-03
  1.226E-04  1.359E+03  3.426E+02  3.886E+01 -1.140E-04 -3.639E-03
  1.290E-04  1.417E+03  3.572E+02  4.052E+01 -1.325E-04 -4.029E-03
  1.357E-04  1.478E+03  3.727E+02  4.227E+01 -1.540E-04 -4.460E-03
  1.428E-04  1.543E+03  3.889E+02  4.411E+01 -1.790E-04 -4.938E-03
  1.502E-04  1.611E+03  4.060E+02  4.605E+01 -2.081E-04 -5.466E-03
  1.580E-04  1.682E+03  4.240E+02  4.809E+01 -2.419E-04 -6.051E-03
  1.663E-04  1.757E+03  4.429E+02  5.024E+01 -2.812E-04 -6.699E-03
  1.750E-04  1.836E+03  4.628E+02  5.250E+01 -3.269E-04 -7.416E-03
  1.841E-04  1.919E+03  4.837E+02  5.487E+01 -3.800E-04 -8.210E-03
  1.937E-04  2.006E+03  5.058E+02  5.737E+01 -4.417E-04 -9.089E-03
  2.038E-04  2.098E+03  5.289E+02  6.000E+01 -5.134E-04 -1.006E-02
  2.144E-04  2.195E+03  5.533E+02  6.277E+01 -5.967E-04 -1.114E-02
  2.256E-04  2.297E+03  5.790E+02  6.568E+01 -6.936E-04 -1.233E-02
  2.374E-04  2.404E+03  6.060E+02  6.874E+01 -8.061E-04 -1.365E-02
  2.498E-04  2.517E+03  6.344E+02  7.197E+01 -9.370E-04 -1.511E-02
  2.628E-04  2.635E+03  6.643E+02  7.536E+01 -1.089E-03 -1.673E-02
  2.765E-04  2.760E+03  6.958E+02  7.893E+01 -1.266E-03 -1.852E-02
  2.909E-04  2.892E+03  7.289E+02  8.268E+01 -1.471E-03 -2.050E-02
  3.061E-04  3.030E+03  7.637E+02  8.663E+01 -1.710E-03 -2.270E-02
  3.221E-04  3.175E+03  8.003E+02  9.079E+01 -1.987E-03 -2.513E-02
  3.389E-04  3.328E+03  8.389E+02  9.516E+01 -2.309E-03 -2.782E-02
  3.566E-04  3.489E+03  8.795E+02  9.976E+01 -2.683E-03 -3.079E-02
  3.752E-04  3.658E+03  9.221E+02  1.046E+02 -3.118E-03 -3.409E-02
  3.947E-04  3.836E+03  9.670E+02  1.097E+02 -3.623E-03 -3.774E-02
  4.153E-04  4.024E+03  1.014E+03  1.151E+02 -4.210E-03 -4.178E-02
  4.370E-04  4.221E+03  1.064E+03  1.207E+02 -4.891E-03 -4.625E-02
  4.598E-04  4.429E+03  1.116E+03  1.266E+02 -5.683E-03 -5.119E-02
  4.838E-04  4.647E+03  1.171E+03  1.329E+02 -6.602E-03 -5.667E-02
  5.090E-04  4.877E+03  1.229E+03  1.394E+02 -7.669E-03 -6.273E-02
  5.356E-04  5.118E+03  1.290E+03  1.463E+02 -8.909E-03 -6.944E-02
  5.635E-04  5.371E+03  1.354E+03  1.536E+02 -1.035E-02 -7.687E-02
  5.929E-04  5.636E+03  1.421E+03  1.612E+02 -1.202E-02 -8.509E-02
  6.239E-04  5.915E+03  1.491E+03  1.691E+02 -1.396E-02 -9.420E-02
  6.564E-04  6.206E+03  1.564E+03  1.774E+02 -1.621E-02 -1.043E-01
  6.907E-04  6.511E+03  1.641E+03  1.862E+02 -1.882E-02 -1.154E-01
  7.267E-04  6.831E+03  1.722E+03  1.953E+02 -2.185E-02 -1.278E-01
  7.646E-04  7.165E+03  1.806E+03  2.049E+02 -2.537E-02 -1.414E-01
  8.045E-04  7.516E+03  1.894E+03  2.149E+02 -2.945E-02 -1.565E-01
  8.465E-04  7.882E+03  1.987E+03  2.254E+02 -3.418E-02 -1.732E-01
  8.906E-04  8.266E+03  2.084E+03  2.364E+02 -3.967E-02 -1.918E-01
  9.371E-04  8.668E+03  2.185E+03  2.478E+02 -4.603E-02 -2.122E-01
  9.860E-04  9.088E+03  2.291E+03  2.599E+02 -5.340E-02 -2.349E-01
  1.037E-03  9.527E+03  2.401E+03  2.724E+02 -6.195E-02 -2.600E-01
  1.092E-03  9.986E+03  2.517E+03  2.855E+02 -7.185E-02 -2.877E-01
  1.148E-03  1.047E+04  2.638E+03  2.992E+02 -8.332E-02 -3.184E-01
  1.208E-03  1.097E+04  2.764E+03  3.136E+02 -9.660E-02 -3.524E-01
  1.271E-03  1.149E+04  2.896E+03  3.285E+02 -1.120E-01 -3.899E-01
  1.338E-03  1.203E+04  3.033E+03  3.441E+02 -1.298E-01 -4.315E-01
  1.408E-03  1.260E+04  3.177E+03  3.604E+02 -1.504E-01 -4.774E-01
  1.481E-03  1.320E+04  3.327E+03  3.774E+02 -1.742E-01 -5.283E-01
  1.558E-03  1.382E+04  3.482E+03  3.951E+02 -2.017E-01 -5.844E-01
  1.640E-03  1.446E+04  3.645E+03  4.135E+02 -2.335E-01 -6.466E-01
  1.725E-03  1.513E+04  3.814E+03  4.327E+02 -2.703E-01 -7.153E-01
  1.815E-03  1.583E+04  3.990E+03  4.527E+02 -3.128E-01 -7.912E-01
  1.910E-03  1.656E+04  4.173E+03  4.734E+02 -3.618E-01 -8.751E-01
  2.009E-03  1.731E+04  4.363E+03  4.950E+02 -4.183E-01 -9.679E-01
  2.114E-03  1.809E+04  4.560E+03  5.174E+02 -4.836E-01 -1.070E+00
  2.224E-03  1.890E+04  4.765E+03  5.406E+02 -5.588E-01 -1.183E+00
  2.341E-03  1.975E+04  4.977E+03  5.647E+02 -6.453E-01 -1.308E+00
  2.463E-03  2.062E+04  5.197E+03  5.897E+02 -7.451E-01 -1.446E+00
  2.591E-03  2.152E+04  5.425E+03  6.155E+02 -8.598E-01 -1.599E+00
  2.726E-03  2.245E+04  5.660E+03  6.422E+02 -9.917E-01 -1.767E+00
  2.869E-03  2.342E+04  5.903E+03  6.697E+02 -1.143E+00 -1.952E+00
  3.018E-03  2.441E+04  6.153E+03  6.982E+02 -1.317E+00 -2.157E+00
  3.176E-03  2.544E+04  6.411E+03  7.274E+02 -1.517E+00 -2.382E+00
  3.341E-03  2.649E+04  6.677E+03  7.576E+02 -1.746E+00 -2.631E+00
  3.516E-03  2.758E+04  6.950E+03  7.887E+02 -2.008E+00 -2.904E+00
  3.699E-03  2.869E+04  7.231E+03  8.205E+02 -2.308E+00 -3.206E+00
  3.892E-03  2.983E+04  7.518E+03  8.530E+02 -2.650E+00 -3.537E+00
