0.0125 84109.5 42625.6 -14691.1 12734.2 24696.6 0 160
0.0175 79741.8 12507.7 5323.62 9425.76 20235.4 0 296
0.0225 67438.8 12950.2 -8986.7 6738.95 15366.4 0 512
0.0275 59836.8 22174.4 -18832.2 5119.11 12139.8 0 776
0.0325 57771.4 21036.9 -18687.6 4042.17 9109.82 0 1040
0.0375 46493 17335.4 -9171.49 3052.88 7007.01 0 1448
0.0425 39966.5 14734.7 1535.71 2363.86 5607.07 0 1804
0.0475 38406.6 15165.4 12256.7 2008.28 4688.54 0 2276
0.0525 35536.7 14401 5083.56 1701.75 4011.2 0 2764
0.0575 30796.8 13136.4 3809.85 1488.64 3474.94 0 3324
0.0625 31147.8 14237.5 1501.43 1223.06 3045.34 0 3988
0.0675 29361 12901.1 645.765 1089.11 2642.26 0 4516
0.0725 26011.1 9330.05 -1925.54 938.559 2330.74 0 5340
0.0775 24586.5 8611.46 -2398.89 880.081 2026.37 0 6056
0.0825 22660.7 8221.68 1295.56 703.575 1683.89 0 6840
0.0875 19763.8 5909.55 93.7049 654.388 1497.24 0 7764
0.0925 19316.5 4949.3 821.425 560.729 1335.22 0 8542
0.0975 17447.5 5105.07 2786.58 506.882 1224.37 0 9648
0.1025 16477.2 5633.73 -321.39 466.153 1089.11 0 10520
0.1075 15631.2 5868.88 312.191 411.178 978.596 0 11652
0.1125 14281.7 5148.62 -314.515 381.544 915.142 0 12792
0.1175 13733.8 3888 82.7349 353.473 833.594 0 13856
0.1225 13267.6 2785.47 -7.48508 336.37 757.949 0 15104
0.1275 12482.2 2946.65 -992.772 307.978 709.796 0 16316
0.1325 12476.9 3617.65 -915.684 291.612 672.205 0 17736
0.1375 11511.2 3569.62 306.433 261.435 595.175 0 18940
0.1425 11081.2 2642.44 582.47 249.409 561.063 0 20520
0.1475 10211.7 3782.82 775.935 231.746 525.674 0 21896
0.1525 10030.2 4147.16 335.942 218.273 487.051 0 23312
0.1575 9410.52 2773.65 -357.653 201.342 458.955 0 24972
0.1625 8918.3 2625.86 51.5383 191.401 427.448 0 26728
0.1675 8217.05 2060.77 -19.8551 184.544 419.883 0 28012
0.1725 7761.26 2230.73 -224.295 177.319 403.097 0 29980
0.1775 7819.73 1785.27 376.809 168.719 357.105 0 31688
0.1825 7613.66 2106.78 1002.73 149.753 336.089 0 33594
0.1875 7398.21 1276.61 202.14 147.401 337.663 0 35490
0.1925 7333.57 900.66 -154.48 137.934 312.514 0 37064
0.1975 7046.47 1022.04 -225.423 128.268 299.431 0 39420
