  1.000E-04  1.711E-12 -2.318E-05  3.924E+01 -5.349E-05  2.498E-08
  1.052E-04  2.184E-12 -2.671E-05  4.085E+01 -6.219E-05  3.065E-08
  1.107E-04  2.788E-12 -3.081E-05  4.255E+01 -7.229E-05  3.760E-08
  1.165E-04  3.560E-12 -3.554E-05  4.434E+01 -8.404E-05  4.613E-08
  1.226E-04  4.549E-12 -4.101E-05  4.622E+01 -9.770E-05  5.658E-08
  1.290E-04  5.813E-12 -4.735E-05  4.820E+01 -1.136E-04  6.940E-08
  1.357E-04  7.433E-12 -5.468E-05  5.028E+01 -1.320E-04  8.511E-08
  1.428E-04  9.506E-12 -6.317E-05  5.247E+01 -1.535E-04  1.044E-07
  1.502E-04  1.216E-11 -7.301E-05  5.478E+01 -1.784E-04  1.280E-07
  1.580E-04  1.557E-11 -8.440E-05  5.720E+01 -2.074E-04  1.569E-07
  1.663E-04  1.993E-11 -9.761E-05  5.976E+01 -2.411E-04  1.924E-07
  1.750E-04  2.552E-11 -1.129E-04  6.244E+01 -2.802E-04  2.358E-07
  1.841E-04  3.270E-11 -1.307E-04  6.527E+01 -3.257E-04  2.891E-07
  1.937E-04  4.190E-11 -1.512E-04  6.824E+01 -3.786E-04  3.544E-07
  2.038E-04  5.370E-11 -1.751E-04  7.137E+01 -4.401E-04  4.345E-07
  2.144E-04  6.885E-11 -2.028E-04  7.466E+01 -5.116E-04  5.325E-07
  2.256E-04  8.830E-11 -2.349E-04  7.812E+01 -5.946E-04  6.526E-07
  2.374E-04  1.133E-10 -2.722E-04  8.177E+01 -6.911E-04  7.998E-07
  2.498E-04  1.453E-10 -3.155E-04  8.560E+01 -8.033E-04  9.799E-07
  2.628E-04  1.865E-10 -3.657E-04  8.964E+01 -9.337E-04  1.200E-06
  2.765E-04  2.394E-10 -4.240E-04  9.388E+01 -1.085E-03  1.470E-06
  2.909E-04  3.074E-10 -4.917E-04  9.835E+01 -1.261E-03  1.801E-06
  3.061E-04  3.947E-10 -5.704E-04  1.030E+02 -1.466E-03  2.206E-06
  3.221E-04  5.069E-10 -6.618E-04  1.080E+02 -1.704E-03  2.702E-06
  3.389E-04  6.512E-10 -7.679E-04  1.132E+02 -1.980E-03  3.310E-06
  3.566E-04  8.367E-10 -8.912E-04  1.187E+02 -2.301E-03  4.055E-06
  3.752E-04  1.075E-09 -1.035E-03  1.244E+02 -2.674E-03  4.968E-06
  3.947E-04  1.382E-09 -1.201E-03  1.305E+02 -3.107E-03  6.086E-06
  4.153E-04  1.776E-09 -1.395E-03  1.369E+02 -3.610E-03  7.454E-06
  4.370E-04  2.284E-09 -1.620E-03  1.436E+02 -4.195E-03  9.129E-06
  4.598E-04  2.937E-09 -1.881E-03  1.506E+02 -4.874E-03  1.118E-05
  4.838E-04  3.777E-09 -2.185E-03  1.581E+02 -5.663E-03  1.369E-05
  5.090E-04  4.857E-09 -2.539E-03  1.659E+02 -6.579E-03  1.677E-05
  5.356E-04  6.248E-09 -2.950E-03  1.741E+02 -7.643E-03  2.054E-05
  5.635E-04  8.036E-09 -3.427E-03  1.827E+02 -8.878E-03  2.515E-05
  5.929E-04  1.034E-08 -3.981E-03  1.917E+02 -1.031E-02  3.081E-05
  6.239E-04  1.329E-08 -4.625E-03  2.012E+02 -1.198E-02  3.774E-05
  6.564E-04  1.709E-08 -5.372E-03  2.111E+02 -1.391E-02  4.624E-05
  6.907E-04  2.198E-08 -6.240E-03  2.215E+02 -1.615E-02  5.665E-05
  7.267E-04  2.826E-08 -7.247E-03  2.323E+02 -1.876E-02  6.941E-05
  7.646E-04  3.633E-08 -8.415E-03  2.437E+02 -2.177E-02  8.507E-05
  8.045E-04  4.670E-08 -9.772E-03  2.556E+02 -2.528E-02  1.043E-04
  8.465E-04  6.003E-08 -1.135E-02  2.681E+02 -2.934E-02  1.278E-04
  8.906E-04  7.715E-08 -1.317E-02  2.812E+02 -3.405E-02  1.566E-04
  9.371E-04  9.915E-08 -1.529E-02  2.948E+02 -3.952E-02  1.920E-04
  9.860E-04  1.274E-07 -1.775E-02  3.091E+02 -4.585E-02  2.352E-04
  1.037E-03  1.637E-07 -2.060E-02  3.240E+02 -5.320E-02  2.883E-04
  1.092E-03  2.103E-07 -2.390E-02  3.396E+02 -6.170E-02  3.533E-04
  1.148E-03  2.701E-07 -2.773E-02  3.559E+02 -7.156E-02  4.330E-04
  1.208E-03  3.469E-07 -3.217E-02  3.730E+02 -8.298E-02  5.305E-04
  1.271E-03  4.454E-07 -3.731E-02  3.908E+02 -9.620E-02  6.500E-04
  1.338E-03  5.718E-07 -4.327E-02  4.093E+02 -1.115E-01  7.963E-04
  1.408E-03  7.339E-07 -5.017E-02  4.287E+02 -1.292E-01  9.756E-04
  1.481E-03  9.418E-07 -5.815E-02  4.489E+02 -1.497E-01  1.195E-03
  1.558E-03  1.208E-06 -6.739E-02  4.699E+02 -1.734E-01  1.464E-03
  1.640E-03  1.550E-06 -7.809E-02  4.919E+02 -2.008E-01  1.793E-03
  1.725E-03  1.988E-06 -9.046E-02  5.147E+02 -2.324E-01  2.195E-03
