  0.100922E-04  0.200688E+08  0.200688E+08  0.267438E+08  0.267438E+08  0.000000E+00  0.200688E+08
  0.101936E-04  0.200688E+08  0.200688E+08  0.267435E+08  0.267435E+08  0.000000E+00  0.200688E+08
  0.102961E-04  0.200688E+08  0.200688E+08  0.267432E+08  0.267432E+08  0.000000E+00  0.200688E+08
  0.103996E-04  0.200688E+08  0.200688E+08  0.267429E+08  0.267428E+08  0.000000E+00  0.200688E+08
  0.105041E-04  0.200688E+08  0.200688E+08  0.267425E+08  0.267425E+08  0.000000E+00  0.200688E+08
  0.106096E-04  0.200688E+08  0.200688E+08  0.267422E+08  0.267422E+08  0.000000E+00  0.200688E+08
  0.107163E-04  0.200688E+08  0.200688E+08  0.267419E+08  0.267419E+08  0.000000E+00  0.200688E+08
  0.108240E-04  0.200688E+08  0.200688E+08  0.267416E+08  0.267415E+08  0.000000E+00  0.200688E+08
  0.109328E-04  0.200688E+08  0.200688E+08  0.267412E+08  0.267412E+08  0.000000E+00  0.200688E+08
  0.110426E-04  0.200688E+08  0.200688E+08  0.267409E+08  0.267408E+08  0.000000E+00  0.200688E+08
  0.111536E-04  0.200688E+08  0.200688E+08  0.267405E+08  0.267405E+08  0.000000E+00  0.200688E+08
  0.112657E-04  0.200688E+08  0.200688E+08  0.267402E+08  0.267401E+08  0.000000E+00  0.200688E+08
  0.113789E-04  0.200688E+08  0.200688E+08  0.267398E+08  0.267398E+08  0.000000E+00  0.200688E+08
  0.114933E-04  0.200688E+08  0.200688E+08  0.267394E+08  0.267394E+08  0.000000E+00  0.200688E+08
  0.116088E-04  0.200688E+08  0.200688E+08  0.267390E+08  0.267390E+08  0.000000E+00  0.200688E+08
  0.117255E-04  0.200688E+08  0.200688E+08  0.267386E+08  0.267386E+08  0.000000E+00  0.200688E+08
  0.118433E-04  0.200688E+08  0.200688E+08  0.267382E+08  0.267382E+08  0.000000E+00  0.200688E+08
  0.119623E-04  0.200688E+08  0.200688E+08  0.267378E+08  0.267378E+08  0.000000E+00  0.200688E+08
  0.120826E-04  0.200688E+08  0.200688E+08  0.267374E+08  0.267374E+08  0.000000E+00  0.200688E+08
  0.122040E-04  0.200688E+08  0.200688E+08  0.267370E+08  0.267369E+08  0.000000E+00  0.200688E+08
  0.123266E-04  0.200688E+08  0.200688E+08  0.267365E+08  0.267365E+08  0.000000E+00  0.200688E+08
  0.124505E-04  0.200688E+08  0.200688E+08  0.267361E+08  0.267361E+08  0.000000E+00  0.200688E+08
  0.125757E-04  0.200688E+08  0.200688E+08  0.267356E+08  0.267356E+08  0.000000E+00  0.200688E+08
  0.127020E-04  0.200688E+08  0.200688E+08  0.267352E+08  0.267352E+08  0.000000E+00  0.200688E+08
  0.128297E-04  0.200688E+08  0.200688E+08  0.267347E+08  0.267347E+08  0.000000E+00  0.200688E+08
  0.129586E-04  0.200688E+08  0.200688E+08  0.267342E+08  0.267342E+08  0.000000E+00  0.200688E+08
  0.130889E-04  0.200688E+08  0.200688E+08  0.267337E+08  0.267337E+08  0.000000E+00  0.200688E+08
  0.132204E-04  0.200688E+08  0.200688E+08  0.267332E+08  0.267332E+08  0.000000E+00  0.200688E+08
  0.133533E-04  0.200688E+08  0.200688E+08  0.267327E+08  0.267327E+08  0.000000E+00  0.200688E+08
  0.134875E-04  0.200688E+08  0.200688E+08  0.267322E+08  0.267322E+08  0.000000E+00  0.200688E+08
  0.136230E-04  0.200688E+08  0.200688E+08  0.267317E+08  0.267316E+08  0.000000E+00  0.200688E+08
  0.137600E-04  0.200688E+08  0.200688E+08  0.267311E+08  0.267311E+08  0.000000E+00  0.200688E+08
  0.138983E-04  0.200688E+08  0.200688E+08  0.267306E+08  0.267306E+08  0.000000E+00  0.200688E+08
  0.140379E-04  0.200688E+08  0.200688E+08  0.267300E+08  0.267300E+08  0.000000E+00  0.200688E+08
  0.141790E-04  0.200688E+08  0.200688E+08  0.267295E+08  0.267294E+08  0.000000E+00  0.200688E+08
  0.143215E-04  0.200688E+08  0.200688E+08  0.267289E+08  0.267288E+08  0.000000E+00  0.200688E+08
  0.144654E-04  0.200688E+08  0.200688E+08  0.267283E+08  0.267282E+08  0.000000E+00  0.200688E+08
  0.146108E-04  0.200688E+08  0.200688E+08  0.267277E+08  0.267276E+08  0.000000E+00  0.200688E+08
  0.147577E-04  0.200688E+08  0.200688E+08  0.267270E+08  0.267270E+08  0.000000E+00  0.200688E+08
  0.149060E-04  0.200688E+08  0.200688E+08  0.267264E+08  0.267264E+08  0.000000E+00  0.200688E+08
  0.150558E-04  0.200688E+08  0.200688E+08  0.267258E+08  0.267257E+08  0.000000E+00  0.200688E+08
  0.152071E-04  0.200688E+08  0.200688E+08  0.267251E+08  0.267250E+08  0.000000E+00  0.200688E+08
  0.153599E-04  0.200688E+08  0.200688E+08  0.267244E+08  0.267244E+08  0.000000E+00  0.200688E+08
  0.155143E-04  0.200688E+08  0.200688E+08  0.267237E+08  0.267237E+08  0.000000E+00  0.200688E+08
  0.156702E-04  0.200688E+08  0.200688E+08  0.267230E+08  0.267230E+08  0.000000E+00  0.200688E+08
  0.158277E-04  0.200688E+08  0.200688E+08  0.267223E+08  0.267223E+08  0.000000E+00  0.200688E+08
  0.159868E-04  0.200688E+08  0.200688E+08  0.267216E+08  0.267215E+08  0.000000E+00  0.200688E+08
  0.161475E-04  0.200688E+08  0.200688E+08  0.267208E+08  0.267208E+08  0.000000E+00  0.200688E+08
  0.163097E-04  0.200688E+08  0.200688E+08  0.267201E+08  0.267200E+08  0.000000E+00  0.200688E+08
  0.164737E-04  0.200688E+08  0.200688E+08  0.267193E+08  0.267193E+08  0.000000E+00  0.200688E+08
  0.166392E-04  0.200688E+08  0.200688E+08  0.267185E+08  0.267185E+08  0.000000E+00  0.200688E+08
  0.168065E-04  0.200688E+08  0.200688E+08  0.267177E+08  0.267177E+08  0.000000E+00  0.200688E+08
  0.169754E-04  0.200688E+08  0.200688E+08  0.267169E+08  0.267168E+08  0.000000E+00  0.200688E+08
  0.171460E-04  0.200688E+08  0.200688E+08  0.267161E+08  0.267160E+08  0.000000E+00  0.200688E+08
